,,Unpolarized Performance of 805 nm Longpass Dichroic Mirror,,
,,482,0.31215,97.83442
,,483,0.25135,98.17808
,,484,0.23949,98.45974
,,485,0.2048,98.63525
,,486,0.21671,98.68897
,,487,0.13873,98.5618
,,488,0.2526,98.41215
,,489,0.2356,98.24565
,,490,0.26841,98.09582
,,491,0.29442,97.92244
,,492,0.24237,97.79046
,,493,0.3075,97.61629
,,494,0.31702,97.53552
,,495,0.26681,97.46973
,,496,0.26766,97.50945
,,497,0.16147,97.60142
,,498,0.12019,97.74961
,,499,0.13617,97.93258
,,500,0.11875,97.96821
,,501,0.18783,97.90116
,,502,0.22876,97.75267
,,503,0.26618,97.56985
,,504,0.28684,97.52396
,,505,0.28986,97.52766
,,506,0.30814,97.61509
,,507,0.28655,97.7965
,,508,0.30698,98.00033
,,509,0.23538,98.06249
,,510,0.17413,98.14551
,,511,0.18978,98.20783
,,512,0.10571,98.24995
,,513,0.11526,98.33147
,,514,0.12896,98.41832
,,515,0.16679,98.49316
,,516,0.16236,98.60777
,,517,0.10871,98.55866
,,518,0.15072,98.48286
,,519,0.1913,98.2835
,,520,0.13144,98.17923
,,521,0.12345,98.20933
,,522,0.19118,98.33454
,,523,0.18634,98.53535
,,524,0.1464,98.83069
,,525,0.17632,99.00299
,,526,0.09731,99.17031
,,527,0.10862,99.23687
,,528,0.11328,99.19514
,,529,0.15158,99.22585
,,530,0.15139,99.2481
,,531,0.20514,99.21589
,,532,0.15273,99.23063
,,533,0.17506,99.21955
,,534,0.19044,99.18362
,,535,0.13824,99.20701
,,536,0.1236,99.07547
,,537,0.18,98.99556
,,538,0.09779,98.93136
,,539,0.09967,98.82151
,,540,0.09245,98.77751
,,541,0.06615,98.67349
,,542,0.11071,98.51765
,,543,0.11487,98.38358
,,544,0.11956,98.25295
,,545,0.13705,98.23775
,,546,0.13183,98.23086
,,547,0.12134,98.31321
,,548,0.1345,98.32555
,,549,0.14486,98.33939
,,550,0.11084,98.32709
,,551,0.15753,98.29403
,,552,0.19792,98.24734
,,553,0.12441,98.2449
,,554,0.15511,98.26147
,,555,0.13332,98.43425
,,556,0.11063,98.6315
,,557,0.05436,98.79059
,,558,0.12876,99.01335
,,559,0.10014,99.0886
,,560,0.07452,99.15948
,,561,0.1576,99.09348
,,562,0.18029,99.08849
,,563,0.22897,99.04022
,,564,0.30502,98.96758
,,565,0.31411,98.8985
,,566,0.37952,98.8314
,,567,0.39185,98.78181
,,568,0.43412,98.75582
,,569,0.44788,98.69585
,,570,0.40911,98.52224
,,571,0.45613,98.35501
,,572,0.47569,98.07519
,,573,0.45752,97.83798
,,574,0.48852,97.639
,,575,0.5218,97.47988
,,576,0.49583,97.31618
,,577,0.5139,97.2265
,,578,0.52937,97.09411
,,579,0.44622,97.03985
,,580,0.48369,96.99928
,,581,0.40958,96.97742
,,582,0.36493,96.95987
,,583,0.33902,96.93895
,,584,0.32392,96.99526
,,585,0.28169,97.143
,,586,0.26564,97.3747
,,587,0.21679,97.58116
,,588,0.18415,97.78232
,,589,0.23653,97.89109
,,590,0.18079,97.89084
,,591,0.22286,97.87556
,,592,0.18223,97.86946
,,593,0.1702,97.92637
,,594,0.19881,98.07361
,,595,0.13878,98.2687
,,596,0.13473,98.5216
,,597,0.10083,98.72239
,,598,0.10662,98.88636
,,599,0.0848,98.99833
,,600,0.12056,99.04313
,,601,0.09612,99.08306
,,602,0.09736,99.09346
,,603,0.08865,99.1291
,,604,0.12281,99.10824
,,605,0.10494,99.12703
,,606,0.11465,99.11852
,,607,0.12171,99.16005
,,608,0.13425,99.14115
,,609,0.12584,99.14375
,,610,0.13229,99.15006
,,611,0.12017,99.18832
,,612,0.13244,99.19669
,,613,0.11118,99.17705
,,614,0.12546,99.21657
,,615,0.12938,99.18797
,,616,0.11819,99.1968
,,617,0.13348,99.19335
,,618,0.12816,99.17999
,,619,0.16863,99.16864
,,620,0.14504,99.16567
,,621,0.16549,99.14126
,,622,0.17308,99.16615
,,623,0.1604,99.12265
,,624,0.18628,99.13071
,,625,0.23196,99.11984
,,626,0.23114,99.09527
,,627,0.24298,99.08079
,,628,0.21839,99.0493
,,629,0.2293,99.08392
,,630,0.21408,99.10801
,,631,0.2254,99.06447
,,632,0.20451,99.09285
,,633,0.20775,99.0612
,,634,0.22426,99.09917
,,635,0.23355,99.02614
,,636,0.22634,99.0188
,,637,0.21486,98.94771
,,638,0.28843,98.82334
,,639,0.30595,98.63748
,,640,0.33953,98.35566
,,641,0.41574,97.87708
,,642,0.46089,97.44333
,,643,0.43508,97.05856
,,644,0.44047,96.85216
,,645,0.45551,96.80233
,,646,0.40528,96.99927
,,647,0.33404,97.34561
,,648,0.26008,97.824
,,649,0.18097,98.31685
,,650,0.14213,98.69808
,,651,0.1061,98.93449
,,652,0.10322,99.06604
,,653,0.14827,99.0897
,,654,0.1401,99.12501
,,655,0.12388,99.07712
,,656,0.09739,99.10743
,,657,0.1263,99.1235
,,658,0.15713,99.14544
,,659,0.1338,99.14575
,,660,0.11413,99.17127
,,661,0.1,99.16458
,,662,0.08808,99.17704
,,663,0.07991,99.20372
,,664,0.08837,99.22893
,,665,0.13286,99.14935
,,666,0.15642,99.17394
,,667,0.18958,99.06789
,,668,0.22871,99.03576
,,669,0.29372,99.03765
,,670,0.30721,98.99785
,,671,0.2768,99.02209
,,672,0.29203,99.02509
,,673,0.32222,98.99158
,,674,0.31554,98.97653
,,675,0.34527,98.97905
,,676,0.31606,98.97246
,,677,0.33388,99.00384
,,678,0.28442,99.03004
,,679,0.27438,99.05269
,,680,0.28427,99.0048
,,681,0.30516,99.0574
,,682,0.33138,99.02099
,,683,0.35873,98.9675
,,684,0.35542,98.95168
,,685,0.3622,98.93168
,,686,0.3725,98.92231
,,687,0.39788,98.91314
,,688,0.34591,98.96374
,,689,0.31703,98.94148
,,690,0.36164,98.97489
,,691,0.28656,98.98846
,,692,0.28319,99.02021
,,693,0.20796,99.05055
,,694,0.22149,99.05683
,,695,0.1837,99.14509
,,696,0.16007,99.14276
,,697,0.1556,99.12018
,,698,0.21171,99.11694
,,699,0.15128,99.10472
,,700,0.14602,99.08223
,,701,0.19549,99.09317
,,702,0.16892,99.14189
,,703,0.2245,99.07324
,,704,0.21729,99.11748
,,705,0.19558,99.13818
,,706,0.16586,99.05513
,,707,0.11352,99.09694
,,708,0.15304,99.13642
,,709,0.13622,99.14396
,,710,0.1188,99.15172
,,711,0.13796,99.10157
,,712,0.18533,99.09235
,,713,0.17649,99.09255
,,714,0.20982,99.07677
,,715,0.22946,98.99478
,,716,0.23662,98.97214
,,717,0.29281,98.98763
,,718,0.32447,98.96534
,,719,0.29174,98.93486
,,720,0.32384,98.88735
,,721,0.28663,98.95728
,,722,0.30014,98.93954
,,723,0.25154,98.95933
,,724,0.24319,98.93139
,,725,0.26955,98.95913
,,726,0.31655,98.93563
,,727,0.33605,98.91228
,,728,0.27449,98.85569
,,729,0.25721,98.88726
,,730,0.25719,98.8868
,,731,0.28003,98.9092
,,732,0.26118,98.82369
,,733,0.32596,98.88828
,,734,0.29151,98.94466
,,735,0.22146,98.92255
,,736,0.18588,98.95849
,,737,0.17412,98.9966
,,738,0.14499,98.97193
,,739,0.15524,98.94151
,,740,0.18905,98.96006
,,741,0.21044,98.90462
,,742,0.2465,98.92449
,,743,0.17505,98.94265
,,744,0.24968,98.94189
,,745,0.21271,98.88243
,,746,0.26246,98.92474
,,747,0.22343,98.91377
,,748,0.21348,98.95188
,,749,0.17914,98.99862
,,750,0.17161,98.93747
,,751,0.10002,99.01871
,,752,0.08992,99.04716
,,753,0.09331,99.10445
,,754,0.1416,99.07521
,,755,0.06755,99.10367
,,756,0.04337,99.09141
,,757,0.12855,99.14315
,,758,0.11275,99.06327
,,759,0.09817,99.06986
,,760,0.08566,99.09508
,,761,0.07523,99.05641
,,762,0.07236,99.09511
,,763,0.06376,99.14313
,,764,0.10057,99.1005
,,765,0.08607,99.11881
,,766,0.06101,99.13355
,,767,0.09422,99.11828
,,768,0.06814,99.05644
,,769,0.07022,99.10306
,,770,0.11337,99.0587
,,771,0.12117,99.03353
,,772,0.15264,99.03588
,,773,0.21051,98.96048
,,774,0.23348,98.92077
,,775,0.2778,98.87687
,,776,0.3605,98.79302
,,777,0.40161,98.71269
,,778,0.46342,98.68606
,,779,0.54069,98.56027
,,780,0.58522,98.49857
,,781,0.74255,98.39661
,,782,0.86342,98.29215
,,783,0.99009,98.13127
,,784,1.21138,97.95979
,,785,1.48256,97.64811
,,786,1.90394,97.31599
,,787,2.54399,96.64756
,,788,3.52751,95.69337
,,789,4.96868,94.23752
,,790,6.82591,92.33824
,,791,9.29357,89.87997
,,792,12.28621,86.85657
,,793,15.53375,83.50579
,,794,19.08009,79.9646
,,795,22.88477,76.22372
,,796,26.54269,72.50156
,,797,30.15905,68.95698
,,798,33.71824,65.45711
,,799,36.97993,62.23391
,,800,40.2076,58.9808
,,801,42.99475,56.304
,,802,45.48247,53.82785
,,803,47.77096,51.54029
,,804,50.42821,48.9662
,,805,53.58083,45.8328
,,806,57.20493,42.16471
,,807,61.70082,37.77684
,,808,66.48431,32.95447
,,809,71.25892,28.19594
,,810,75.9535,23.52207
,,811,80.50413,18.96058
,,812,84.47284,15.04529
,,813,87.78507,11.68798
,,814,90.42016,9.03382
,,815,92.20795,7.35767
,,816,93.15576,6.41707
,,817,93.64197,5.97311
,,818,93.77746,5.74496
,,819,93.87045,5.72515
,,820,93.96195,5.67424
,,821,94.14872,5.45479
,,822,94.45168,5.18405
,,823,94.77322,4.80424
,,824,95.16827,4.49595
,,825,95.49339,4.12615
,,826,95.75894,3.82014
,,827,96.05346,3.59012
,,828,96.17898,3.40638
,,829,96.29037,3.32449
,,830,96.30476,3.30988
,,831,96.25042,3.37
,,832,96.19278,3.4434
,,833,96.07712,3.58241
,,834,95.93018,3.65653
,,835,95.83369,3.78411
,,836,95.80297,3.84558
,,837,95.75992,3.87885
,,838,95.74301,3.86884
,,839,95.76242,3.84201
,,840,95.83143,3.77256
,,841,95.90126,3.7218
,,842,95.98039,3.62053
,,843,96.06555,3.5523
,,844,96.16674,3.46832
,,845,96.2489,3.3684
,,846,96.36299,3.26785
,,847,96.48619,3.13396
,,848,96.63427,2.97623
,,849,96.80898,2.81982
,,850,96.98152,2.64655
,,851,97.16239,2.44506
,,852,97.313,2.29287
,,853,97.42412,2.20172
,,854,97.50447,2.11844
,,855,97.52545,2.09394
,,856,97.49496,2.10908
,,857,97.43457,2.18436
,,858,97.34597,2.24448
,,859,97.26009,2.34528
,,860,97.18768,2.42201
,,861,97.12537,2.47195
,,862,97.10577,2.50954
,,863,97.1049,2.50823
,,864,97.141,2.47265
,,865,97.20604,2.41697
,,866,97.26832,2.36024
,,867,97.34811,2.2577
,,868,97.4399,2.20388
,,869,97.47462,2.12311
,,870,97.54077,2.0795
,,871,97.56388,2.02048
,,872,97.59864,2.00517
,,873,97.62487,1.98118
,,874,97.65885,1.92862
,,875,97.70326,1.90295
,,876,97.73329,1.86518
,,877,97.79362,1.81817
,,878,97.84091,1.75558
,,879,97.9013,1.70494
,,880,97.95184,1.64918
,,881,97.98407,1.6138
,,882,98.02539,1.57922
,,883,98.05786,1.55368
,,884,98.07575,1.53448
,,885,98.07919,1.5245
,,886,98.07669,1.52789
,,887,98.081,1.52363
,,888,98.09071,1.51656
,,889,98.10047,1.51028
,,890,98.11119,1.4987
,,891,98.13127,1.46796
,,892,98.16037,1.45264
,,893,98.19439,1.43549
,,894,98.21485,1.40496
,,895,98.23059,1.3878
,,896,98.23602,1.38607
,,897,98.23412,1.3797
,,898,98.21899,1.3954
,,899,98.20548,1.40946
,,900,98.19537,1.4261
,,901,98.16796,1.45452
,,902,98.14342,1.47267
,,903,98.13049,1.49114
,,904,98.11029,1.50637
,,905,98.10142,1.51687
,,906,98.09294,1.52479
,,907,98.09129,1.53149
,,908,98.08333,1.55097
,,909,98.05189,1.57019
,,910,98.02506,1.59416
,,911,97.98349,1.63911
,,912,97.92749,1.69272
,,913,97.86083,1.75986
,,914,97.79463,1.83243
,,915,97.71714,1.91069
,,916,97.63332,1.98775
,,917,97.57467,2.05169
,,918,97.51205,2.10232
,,919,97.48531,2.13648
,,920,97.47179,2.14833
,,921,97.48973,2.13571
,,922,97.53046,2.09334
,,923,97.58577,2.03614
,,924,97.67168,1.95578
,,925,97.75945,1.86494
,,926,97.86665,1.76868
,,927,97.95995,1.66855
,,928,98.05148,1.57545
,,929,98.13554,1.49366
,,930,98.21448,1.42412
,,931,98.26048,1.36929
,,932,98.30671,1.33012
,,933,98.32676,1.30164
,,934,98.34812,1.28663
,,935,98.35239,1.27924
,,936,98.3612,1.27476
,,937,98.34832,1.27568
,,938,98.33787,1.27634
,,939,98.33826,1.27834
,,940,98.33592,1.28059
,,941,98.32259,1.28868
,,942,98.30973,1.30147
,,943,98.2873,1.31817
,,944,98.26448,1.3465
,,945,98.22811,1.38942
,,946,98.16895,1.44373
,,947,98.09587,1.51141
,,948,98.03286,1.58618
,,949,97.9502,1.67241
,,950,97.86185,1.76217
,,951,97.77629,1.85084
,,952,97.69003,1.93561
,,953,97.62293,2.01179
,,954,97.55799,2.07151
,,955,97.52963,2.11351
,,956,97.50201,2.1352
,,957,97.50591,2.13248
,,958,97.53303,2.11223
,,959,97.56596,2.07161
,,960,97.62652,2.01318
,,961,97.69315,1.94964
,,962,97.77165,1.87532
,,963,97.84208,1.80363
,,964,97.92061,1.73124
,,965,97.98783,1.66878
,,966,98.04375,1.61225
,,967,98.08493,1.56974
,,968,98.11975,1.53787
,,969,98.1357,1.5195
,,970,98.15305,1.50912
,,971,98.15371,1.50308
,,972,98.15895,1.50096
,,973,98.16145,1.50146
,,974,98.16,1.4952
,,975,98.18456,1.48792
,,976,98.18664,1.47331
,,977,98.21434,1.45331
,,978,98.23475,1.42808
,,979,98.2686,1.39949
,,980,98.30433,1.36874
,,981,98.32909,1.33917
,,982,98.36106,1.31336
,,983,98.38451,1.29347
,,984,98.39201,1.28078
,,985,98.39811,1.27729
,,986,98.39022,1.28418
,,987,98.38127,1.30093
,,988,98.34668,1.32537
,,989,98.31843,1.35551
,,990,98.28346,1.3924
,,991,98.24454,1.43099
,,992,98.21552,1.46694
,,993,98.17687,1.50019
,,994,98.15744,1.52768
,,995,98.12775,1.54757
,,996,98.1202,1.56102
,,997,98.12054,1.56688
,,998,98.12106,1.5664
,,999,98.12166,1.56173
,,1000,98.12754,1.55367
,,1001,98.14037,1.54501
,,1002,98.1512,1.5386
,,1003,98.15184,1.5348
,,1004,98.14746,1.53686
,,1005,98.14207,1.54517
,,1006,98.12576,1.56159
,,1007,98.10577,1.58352
,,1008,98.08219,1.60928
,,1009,98.05212,1.63893
,,1010,98.02414,1.66942
,,1011,97.99667,1.69719
,,1012,97.96402,1.72186
,,1013,97.95382,1.7381
,,1014,97.94466,1.74709
,,1015,97.9455,1.74369
,,1016,97.96986,1.72909
,,1017,97.99004,1.7041
,,1018,98.02327,1.66949
,,1019,98.0707,1.62442
,,1020,98.1212,1.57428
,,1021,98.17055,1.52074
,,1022,98.22822,1.46508
,,1023,98.28294,1.41061
,,1024,98.33691,1.36689
,,1025,98.3742,1.3265
,,1026,98.41162,1.29462
,,1027,98.42268,1.27518
,,1028,98.43582,1.26451
,,1029,98.44273,1.26446
,,1030,98.43484,1.27316
,,1031,98.42134,1.28859
,,1032,98.39874,1.30611
,,1033,98.38002,1.32691
,,1034,98.36535,1.34721
,,1035,98.34247,1.36303
,,1036,98.33484,1.37392
,,1037,98.33569,1.37243
,,1038,98.34206,1.36714
,,1039,98.35616,1.34975
,,1040,98.37695,1.32809
,,1041,98.41267,1.29885
,,1042,98.4476,1.26428
,,1043,98.4794,1.22983
,,1044,98.5187,1.19551
,,1045,98.54967,1.16534
,,1046,98.56685,1.14301
,,1047,98.58113,1.12904
,,1048,98.57493,1.12763
,,1049,98.57841,1.13514
,,1050,98.634,1.2499
,,1051,98.58742,1.28042
,,1052,98.56492,1.3148
,,1053,98.52027,1.3574
,,1054,98.47701,1.3961
,,1055,98.4389,1.4405
,,1056,98.39161,1.48299
,,1057,98.35688,1.52212
,,1058,98.32548,1.55874
,,1059,98.29669,1.58712
,,1060,98.27323,1.59804
,,1061,98.26131,1.61348
,,1062,98.25625,1.61039
,,1063,98.27748,1.60206
,,1064,98.29202,1.58141
,,1065,98.30551,1.55668
,,1066,98.3472,1.52547
,,1067,98.38212,1.4851
,,1068,98.42385,1.45307
,,1069,98.44904,1.42647
,,1070,98.47965,1.38734
,,1071,98.49932,1.37603
,,1072,98.52042,1.35974
,,1073,98.51581,1.35433
,,1074,98.50437,1.35569
,,1075,98.48973,1.36969
,,1076,98.48014,1.39578
,,1077,98.43913,1.43345
,,1078,98.40006,1.47457
,,1079,98.34398,1.53261
,,1080,98.28953,1.57791
,,1081,98.23928,1.62917
,,1082,98.18012,1.67437
,,1083,98.16885,1.73165
,,1084,98.10032,1.76873
,,1085,98.0744,1.79674
,,1086,98.03989,1.81873
,,1087,98.07251,1.82108
,,1088,98.01144,1.82364
,,1089,98.10318,1.81134
,,1090,98.0579,1.79366
,,1091,98.15315,1.7611
,,1092,98.16795,1.72398
,,1093,98.19273,1.68267
,,1094,98.23334,1.63561
,,1095,98.298,1.59495
,,1096,98.29931,1.5531
,,1097,98.36434,1.5073
,,1098,98.38028,1.47145
,,1099,98.42383,1.45596
,,1100,98.42894,1.43784
,,1101,98.43345,1.42645
,,1102,98.44581,1.42555
,,1103,98.41137,1.44181
,,1104,98.41808,1.46106
,,1105,98.38021,1.48483
,,1106,98.37964,1.51654
,,1107,98.29941,1.54717
,,1108,98.2863,1.58699
,,1109,98.26035,1.6209
,,1110,98.22509,1.65204
,,1111,98.17241,1.68474
,,1112,98.17148,1.70799
,,1113,98.15041,1.73377
,,1114,98.14405,1.7333
,,1115,98.12446,1.74261
,,1116,98.13475,1.73947
,,1117,98.15582,1.72817
,,1118,98.16307,1.71679
,,1119,98.17682,1.69582
,,1120,98.20711,1.67548
,,1121,98.23143,1.64775
,,1122,98.27127,1.61596
,,1123,98.22845,1.58826
,,1124,98.33018,1.56844
,,1125,98.30671,1.54489
,,1126,98.32768,1.52884
,,1127,98.40863,1.51096
,,1128,98.31047,1.50485
,,1129,98.37396,1.50147
,,1130,98.37099,1.50261
,,1131,98.36718,1.50511
,,1132,98.34909,1.51292
,,1133,98.33836,1.52243
,,1134,98.3447,1.53821
,,1135,98.29181,1.55058
,,1136,98.33308,1.56454
,,1137,98.27361,1.57848
,,1138,98.27691,1.58985
,,1139,98.31031,1.60047
,,1140,98.22272,1.60525
,,1141,98.25567,1.61589
,,1142,98.29018,1.62029
,,1143,98.21131,1.6231
,,1144,98.25273,1.62091
,,1145,98.26359,1.61212
,,1146,98.27321,1.61484
,,1147,98.23603,1.61357
,,1148,98.27828,1.6183
,,1149,98.27659,1.61809
,,1150,98.24516,1.61682
,,1151,98.26023,1.62116
,,1152,98.24236,1.63076
,,1153,98.20358,1.64383
,,1154,98.26004,1.64626
,,1155,98.20618,1.67102
,,1156,98.15949,1.6875
,,1157,98.20236,1.70185
,,1158,98.16257,1.72836
,,1159,98.09993,1.74698
,,1160,98.12962,1.77055
,,1161,98.10464,1.78774
,,1162,98.07848,1.80755
,,1163,98.06825,1.82168
,,1164,98.02148,1.83555
,,1165,98.05461,1.83787
,,1166,98.03194,1.84625
,,1167,98.02845,1.84475
,,1168,98.0131,1.84347
,,1169,98.087,1.83368
,,1170,98.06038,1.82067
,,1171,98.07151,1.80673
,,1172,98.10147,1.78854
,,1173,98.07652,1.7757
,,1174,98.1424,1.7486
,,1175,98.15178,1.72974
,,1176,98.17192,1.71535
,,1177,98.19836,1.6918
,,1178,98.24953,1.67676
,,1179,98.16418,1.65699
,,1180,98.22591,1.63943
,,1181,98.24194,1.63596
,,1182,98.26013,1.62598
,,1183,98.29152,1.61197
,,1184,98.22777,1.60666
,,1185,98.26122,1.60895
,,1186,98.2673,1.59983
,,1187,98.27473,1.59133
,,1188,98.27042,1.59209
,,1189,98.2781,1.59443
,,1190,98.27583,1.58416
,,1191,98.28757,1.58281
,,1192,98.2929,1.57287
,,1193,98.30169,1.56567
,,1194,98.31647,1.55349
,,1195,98.32957,1.53966
,,1196,98.34071,1.52912
,,1197,98.37564,1.50533
,,1198,98.37548,1.48283
,,1199,98.40726,1.469
,,1200,98.29385,1.45328
,,1201,98.36994,1.41992
,,1202,98.46722,1.40196
,,1203,98.43966,1.39065
,,1204,98.39078,1.37617
,,1205,98.43818,1.36425
,,1206,98.41631,1.34844
,,1207,98.46333,1.34939
,,1208,98.44144,1.35748
,,1209,98.44771,1.35875
,,1210,98.44047,1.37242
,,1211,98.42495,1.3788
,,1212,98.41158,1.39919
,,1213,98.41541,1.42028
