,,Unpolarized Performance of 900 nm Longpass Dichroic Mirror,,
,,299,1.72603216,43.47908906
,,300,1.794062399,39.22220893
,,301,2.172120601,35.09316793
,,302,1.549085501,33.03708462
,,303,1.742462773,36.45086895
,,304,1.205630819,40.00990533
,,305,1.047875509,47.42874125
,,306,0.637027995,58.12932045
,,307,1.08461396,66.30956019
,,308,1.739624425,74.82829111
,,309,1.08282813,82.15403699
,,310,2.34069911,83.61031045
,,311,2.081598885,82.17930415
,,312,1.463054332,80.89998968
,,313,0.565864018,77.76041699
,,314,1.252977711,75.97641906
,,315,1.882942297,76.35504887
,,316,3.319788596,75.72851595
,,317,5.722940638,72.74763076
,,318,9.010117846,70.17547991
,,319,12.71259892,67.77223857
,,320,13.70163705,64.23752268
,,321,15.23930714,65.32313937
,,322,14.92688959,67.92965476
,,323,14.74935037,70.10479782
,,324,13.45515123,73.74210217
,,325,12.41126647,76.40336323
,,326,10.27704695,79.4953592
,,327,9.996962926,82.15462427
,,328,8.772719948,84.4820956
,,329,7.661612479,85.11025311
,,330,7.693661858,85.95776851
,,331,6.496904725,86.61829993
,,332,7.634297953,87.00920349
,,333,7.79462077,85.87469323
,,334,11.81857382,81.94240969
,,335,18.19518134,73.11893622
,,336,26.55907918,62.52459668
,,337,37.44127318,51.03707462
,,338,45.06558654,40.85954101
,,339,51.39966929,36.43655974
,,340,50.42320414,35.86179104
,,341,47.81639539,40.20441634
,,342,42.53856976,44.23468569
,,343,39.96763475,49.43085511
,,344,39.11402874,50.59390785
,,345,40.15719371,49.83061963
,,346,42.8100441,46.46360299
,,347,47.24532286,44.12659902
,,348,50.0438951,41.46821967
,,349,52.23795088,40.83124641
,,350,51.68885537,41.07194225
,,351,50.96036511,42.560649
,,352,48.90442243,44.20767096
,,353,47.12937063,46.76127193
,,354,44.2439759,49.05181196
,,355,40.60880253,53.29239471
,,356,36.43457678,57.66088278
,,357,32.79575125,61.18597115
,,358,30.63419028,64.06078148
,,359,30.52799237,64.79093433
,,360,30.79494776,64.12287069
,,361,33.02896696,62.4058891
,,362,33.65884691,61.64256151
,,363,33.26189328,62.33017811
,,364,31.68563368,64.55786927
,,365,28.93848871,67.69999166
,,366,26.03855979,70.50742657
,,367,22.82852367,73.47370919
,,368,20.61009059,75.55947415
,,369,20.13011616,76.16510636
,,370,20.80508016,75.35869605
,,371,23.28291241,73.31154367
,,372,26.2847261,70.43880691
,,373,28.25715475,68.20854272
,,374,29.41013249,67.47643045
,,375,28.76303532,68.37158923
,,376,27.43614981,69.80760122
,,377,25.3902935,71.98927794
,,378,23.85454575,73.78714393
,,379,22.4527829,75.75053322
,,380,20.49681903,77.63607701
,,381,18.02332051,80.23924238
,,382,15.17862065,83.43485685
,,383,12.48534386,86.41704853
,,384,9.881873896,89.33331744
,,385,7.49700129,91.58532575
,,386,5.781317555,93.44764362
,,387,4.093171078,95.29427629
,,388,2.89867988,96.6234082
,,389,1.994010655,97.69827607
,,390,1.236420784,98.00024959
,,391,0.946317314,98.56327636
,,392,0.634960607,98.78749507
,,393,0.686969938,98.88819276
,,394,0.529470039,98.96189358
,,395,0.518541975,99.06599798
,,396,0.478051101,98.92765791
,,397,0.526212121,98.96219819
,,398,0.677974431,98.87194988
,,399,0.796499537,98.89252398
,,400,0.949531645,98.69396107
,,401,0.897051304,98.73789249
,,402,0.864071559,98.74778002
,,403,0.72656803,98.72789857
,,404,0.61080597,98.96529219
,,405,0.526984522,99.04868126
,,406,0.456519349,99.14516109
,,407,0.445591687,99.27412834
,,408,0.346939425,99.19957933
,,409,0.265210733,99.20731828
,,410,0.254931565,99.29335495
,,411,0.285513373,99.25541619
,,412,0.305033288,99.27130509
,,413,0.266858008,99.25200267
,,414,0.360729716,99.24640282
,,415,0.418744828,99.16119539
,,416,0.408065807,99.19561734
,,417,0.44908244,99.32608729
,,418,0.46858212,99.18015005
,,419,0.449828321,99.21302058
,,420,0.443737095,99.31938758
,,421,0.369337897,99.37005372
,,422,0.313255176,99.33245613
,,423,0.330606491,99.34847805
,,424,0.246479236,99.41844651
,,425,0.233157578,99.51643471
,,426,0.199652556,99.52094666
,,427,0.160774606,99.55386695
,,428,0.210965431,99.54184424
,,429,0.179348839,99.55817926
,,430,0.197072939,99.57531073
,,431,0.139305778,99.55474911
,,432,0.134872923,99.59327655
,,433,0.20691607,99.58771935
,,434,0.175911617,99.59839882
,,435,0.162272791,99.66663207
,,436,0.159819268,99.6981076
,,437,0.145712741,99.64698048
,,438,0.179294304,99.61998178
,,439,0.111676037,99.69071544
,,440,0.103331348,99.6932017
,,441,0.140493518,99.64056792
,,442,0.129907937,99.68886719
,,443,0.101630317,99.68598765
,,444,0.087212801,99.71209774
,,445,0.133134157,99.66153918
,,446,0.114299632,99.64474409
,,447,0.140487812,99.72869646
,,448,0.167782393,99.67030352
,,449,0.149939286,99.62074553
,,450,0.213137307,99.63953022
,,451,0.262593061,99.48657639
,,452,0.363578406,99.46140683
,,453,0.515147678,99.34493275
,,454,0.588481296,99.20623782
,,455,0.727135086,99.12853568
,,456,0.770831396,99.0138396
,,457,0.820118482,99.0344836
,,458,0.787552888,99.05069458
,,459,0.687569914,99.14212702
,,460,0.589022668,99.25204041
,,461,0.45709828,99.36889703
,,462,0.403094576,99.44802302
,,463,0.332814818,99.4958683
,,464,0.327730096,99.51649853
,,465,0.334685414,99.46125055
,,466,0.358655187,99.44722181
,,467,0.413845271,99.37375496
,,468,0.459973406,99.35353041
,,469,0.458160724,99.30488036
,,470,0.47375075,99.32883654
,,471,0.469404201,99.27983755
,,472,0.486064646,99.25429918
,,473,0.477905233,99.27104514
,,474,0.450707307,99.32011355
,,475,0.454785754,99.31638193
,,476,0.424814813,99.39316595
,,477,0.425073169,99.39656942
,,478,0.402838731,99.4245463
,,479,0.415750348,99.44875418
,,480,0.424406824,99.39772433
,,481,0.429941102,99.43605558
,,482,0.399898022,99.39850586
,,483,0.409641284,99.43479525
,,484,0.366413178,99.40347865
,,485,0.400055431,99.42379703
,,486,0.31326491,99.40555874
,,487,0.293379521,99.48812967
,,488,0.25221369,99.47928497
,,489,0.244335117,99.51832397
,,490,0.25346852,99.52129292
,,491,0.251611726,99.51812453
,,492,0.284014107,99.53742029
,,493,0.303029524,99.51897145
,,494,0.326959951,99.4751095
,,495,0.40220899,99.456706
,,496,0.382764759,99.43949713
,,497,0.415291125,99.38386442
,,498,0.435394213,99.36090562
,,499,0.471558275,99.36190773
,,500,0.490670925,99.34822471
,,501,0.464502272,99.3322906
,,502,0.445966424,99.36640768
,,503,0.458241147,99.35644346
,,504,0.448034875,99.35876144
,,505,0.450390274,99.36219548
,,506,0.42931755,99.36120272
,,507,0.419225789,99.3897035
,,508,0.395680347,99.3833014
,,509,0.371597013,99.44576007
,,510,0.343005757,99.47028919
,,511,0.278806129,99.5370957
,,512,0.270249049,99.56783191
,,513,0.23309055,99.55399704
,,514,0.223448341,99.60870006
,,515,0.200613643,99.61406572
,,516,0.169400691,99.65541738
,,517,0.150607279,99.65776256
,,518,0.141100258,99.68419581
,,519,0.134598801,99.68149253
,,520,0.172444915,99.67288631
,,521,0.161115583,99.67262395
,,522,0.179475041,99.64724942
,,523,0.175469882,99.66215486
,,524,0.171218055,99.65123402
,,525,0.166629718,99.66744656
,,526,0.144653875,99.67820204
,,527,0.153930875,99.67561333
,,528,0.172818984,99.6603736
,,529,0.193630965,99.61142151
,,530,0.22785866,99.61187146
,,531,0.251211682,99.56360757
,,532,0.245202468,99.56914764
,,533,0.287997906,99.54434806
,,534,0.306769239,99.5036483
,,535,0.369354096,99.43622538
,,536,0.416161906,99.36729709
,,537,0.521114363,99.28385545
,,538,0.567995081,99.24692875
,,539,0.616321324,99.18088913
,,540,0.619377148,99.17164954
,,541,0.597764763,99.20412614
,,542,0.599460811,99.23114508
,,543,0.57571315,99.24666771
,,544,0.578835172,99.25479883
,,545,0.567581182,99.23702936
,,546,0.546495574,99.23017917
,,547,0.541812873,99.28100733
,,548,0.469471684,99.33642514
,,549,0.451202931,99.33657468
,,550,0.427977055,99.38331455
,,551,0.389801785,99.38547384
,,552,0.424685542,99.3755792
,,553,0.469309228,99.33526231
,,554,0.500469897,99.29492343
,,555,0.550302063,99.23924228
,,556,0.550749592,99.23584078
,,557,0.538439285,99.24437706
,,558,0.483640967,99.29363241
,,559,0.42201145,99.35665768
,,560,0.356833553,99.43957298
,,561,0.308958994,99.51569373
,,562,0.277813152,99.55829226
,,563,0.24418426,99.52406596
,,564,0.276536457,99.52533132
,,565,0.275937579,99.51154271
,,566,0.297804904,99.49274753
,,567,0.327743635,99.49304282
,,568,0.288022375,99.46530258
,,569,0.28345972,99.44368161
,,570,0.257985625,99.47131239
,,571,0.235858084,99.51470256
,,572,0.192607875,99.48705964
,,573,0.188265335,99.54430479
,,574,0.185901289,99.53938942
,,575,0.183441206,99.51277142
,,576,0.223623778,99.52102674
,,577,0.242152361,99.45243071
,,578,0.273993884,99.44090658
,,579,0.291113649,99.44923681
,,580,0.285808881,99.45069763
,,581,0.282887738,99.42989129
,,582,0.246754403,99.48649921
,,583,0.21511839,99.50768874
,,584,0.202550445,99.54702076
,,585,0.163700959,99.49923816
,,586,0.178839542,99.50753767
,,587,0.215214415,99.4575657
,,588,0.274093909,99.37504109
,,589,0.386374583,99.21991284
,,590,0.490395098,99.10527938
,,591,0.605300361,98.97623513
,,592,0.715056094,98.84082222
,,593,0.792803555,98.75772792
,,594,0.824491662,98.740344
,,595,0.840531756,98.73388978
,,596,0.832848765,98.74949733
,,597,0.792419272,98.78185256
,,598,0.763538601,98.80967588
,,599,0.764226082,98.84292268
,,600,0.796057749,98.81723557
,,601,0.873539528,98.77753501
,,602,0.935805807,98.72411265
,,603,1.019456527,98.68289535
,,604,1.042063164,98.66193011
,,605,1.045333008,98.70641564
,,606,1.034573632,98.72447854
,,607,0.917423828,98.81485561
,,608,0.816984975,98.94407802
,,609,0.69055148,99.09634621
,,610,0.549732128,99.20349521
,,611,0.440490669,99.31245398
,,612,0.364498944,99.38342496
,,613,0.292316421,99.42126256
,,614,0.268961294,99.407436
,,615,0.239373775,99.40688448
,,616,0.243749666,99.41866897
,,617,0.215157293,99.44987929
,,618,0.199833042,99.45410642
,,619,0.179773852,99.45748164
,,620,0.163415798,99.50643812
,,621,0.156236332,99.52971148
,,622,0.14171072,99.55995958
,,623,0.13130689,99.55711332
,,624,0.118042099,99.57638099
,,625,0.116496863,99.61397089
,,626,0.117920843,99.59441982
,,627,0.10302079,99.60645639
,,628,0.123710634,99.59447166
,,629,0.118212116,99.59939762
,,630,0.11911559,99.57822715
,,631,0.138299004,99.56858695
,,632,0.137145122,99.56393789
,,633,0.156598152,99.50734653
,,634,0.153313657,99.4929136
,,635,0.158719933,99.4773352
,,636,0.171920564,99.45503448
,,637,0.180530829,99.45102884
,,638,0.226319649,99.41542857
,,639,0.30183609,99.37604061
,,640,0.358769259,99.31165868
,,641,0.438415521,99.23870325
,,642,0.518815675,99.17855798
,,643,0.583637309,99.13489982
,,644,0.595608489,99.1270142
,,645,0.604897308,99.11507861
,,646,0.597664296,99.16090699
,,647,0.539589245,99.21081706
,,648,0.493390546,99.25861861
,,649,0.456452744,99.29070523
,,650,0.411724094,99.30680071
,,651,0.396094062,99.31803863
,,652,0.382076534,99.33433598
,,653,0.391106486,99.33336874
,,654,0.398097579,99.29833972
,,655,0.406348147,99.33083883
,,656,0.41572835,99.28315664
,,657,0.422389687,99.29411324
,,658,0.412994255,99.29137616
,,659,0.405199409,99.38498061
,,660,0.358743303,99.39797223
,,661,0.344298473,99.4276325
,,662,0.291712232,99.47550444
,,663,0.274849558,99.55129465
,,664,0.197530843,99.57834292
,,665,0.170986619,99.60259716
,,666,0.138527091,99.64508475
,,667,0.111965065,99.68860398
,,668,0.125912062,99.67444677
,,669,0.133803424,99.66806225
,,670,0.121768572,99.63396381
,,671,0.130155182,99.66047312
,,672,0.122483232,99.64537807
,,673,0.152578418,99.60607385
,,674,0.147996465,99.60187275
,,675,0.129599792,99.63048114
,,676,0.156970708,99.64002859
,,677,0.14800803,99.63808346
,,678,0.167699476,99.63200148
,,679,0.147383596,99.66205313
,,680,0.171038863,99.67673878
,,681,0.173357685,99.65831116
,,682,0.149999756,99.68910585
,,683,0.162525541,99.72039332
,,684,0.145848794,99.76239557
,,685,0.138221051,99.75893714
,,686,0.16254522,99.76290835
,,687,0.104844946,99.76757002
,,688,0.125763918,99.76898894
,,689,0.129734666,99.77999547
,,690,0.09372045,99.76198829
,,691,0.119178655,99.75175582
,,692,0.076435261,99.76709265
,,693,0.125611531,99.74395742
,,694,0.089283371,99.7873946
,,695,0.076332586,99.74413752
,,696,0.098642985,99.73570354
,,697,0.102851621,99.72799919
,,698,0.123433169,99.7131864
,,699,0.128086943,99.75806536
,,700,0.098990709,99.75359855
,,701,0.109576136,99.75929625
,,702,0.115591826,99.74992131
,,703,0.132944759,99.72808238
,,704,0.14721697,99.76656358
,,705,0.153076353,99.75432493
,,706,0.136451932,99.76315523
,,707,0.157153441,99.73683988
,,708,0.17261728,99.72224288
,,709,0.215805514,99.68147124
,,710,0.245342938,99.68356715
,,711,0.244464102,99.65804616
,,712,0.243466565,99.63367007
,,713,0.281565301,99.59988612
,,714,0.267679786,99.58299258
,,715,0.304256109,99.56866098
,,716,0.273640352,99.56360017
,,717,0.300165848,99.5304386
,,718,0.28986249,99.56983491
,,719,0.272317661,99.54931495
,,720,0.23433961,99.48511829
,,721,0.187603609,99.45567429
,,722,0.210402536,99.49913824
,,723,0.17468116,99.53186048
,,724,0.182504282,99.55634208
,,725,0.14207341,99.58780968
,,726,0.148478199,99.62441858
,,727,0.133448507,99.61992516
,,728,0.069418665,99.64554561
,,729,0.057458354,99.67231661
,,730,0.072546041,99.69358582
,,731,0.05235862,99.70102037
,,732,0.083731537,99.69493249
,,733,0.068192522,99.68061993
,,734,0.106552743,99.65830854
,,735,0.093755456,99.59621415
,,736,0.171456567,99.61759446
,,737,0.193016298,99.53866198
,,738,0.219933979,99.50458474
,,739,0.268822919,99.46328075
,,740,0.276343793,99.40823566
,,741,0.259957427,99.43384813
,,742,0.304714943,99.41750974
,,743,0.287784871,99.41070004
,,744,0.311995226,99.46921796
,,745,0.270504459,99.47975596
,,746,0.239247297,99.50733266
,,747,0.176921503,99.54179346
,,748,0.195808883,99.58404125
,,749,0.195782956,99.64096996
,,750,0.139916904,99.65531796
,,751,0.104764033,99.6746639
,,752,0.103475406,99.70261136
,,753,0.093050859,99.73037984
,,754,0.097452765,99.71909927
,,755,0.062632273,99.76301104
,,756,0.066691649,99.73693738
,,757,0.054891407,99.76143953
,,758,0.034797639,99.75845098
,,759,0.066080278,99.74006575
,,760,0.06579892,99.73827398
,,761,0.093920723,99.70738194
,,762,0.141685636,99.63421115
,,763,0.171096553,99.61275423
,,764,0.227855928,99.57944762
,,765,0.309220138,99.51522235
,,766,0.334658889,99.49024398
,,767,0.324524575,99.47374352
,,768,0.35181068,99.44956656
,,769,0.337602357,99.50518739
,,770,0.340910302,99.534528
,,771,0.293480496,99.54644163
,,772,0.252584812,99.58138161
,,773,0.217324564,99.59486802
,,774,0.164679373,99.62408643
,,775,0.182431887,99.67173349
,,776,0.195613714,99.67278564
,,777,0.159480082,99.69652687
,,778,0.116921735,99.71868926
,,779,0.116117808,99.72087737
,,780,0.117129728,99.72492647
,,781,0.105938709,99.72858601
,,782,0.080320778,99.77032588
,,783,0.080916957,99.79235751
,,784,0.083642464,99.79904254
,,785,0.035060281,99.8357066
,,786,0.037448168,99.83046384
,,787,0.021824955,99.84206059
,,788,0.067980469,99.83344443
,,789,0.014255587,99.87663804
,,790,0.025496373,99.82233263
,,791,0.013650209,99.8632507
,,792,0.042778785,99.81735817
,,793,0.030825874,99.8336349
,,794,0.036288967,99.82131534
,,795,0.058883389,99.82665264
,,796,0.057399053,99.76138593
,,797,0.044910177,99.77387819
,,798,0.084260672,99.80485407
,,799,0.074212897,99.8013046
,,800,0.101976988,99.76270561
,,801,0.05951072,99.7676188
,,802,0.070522518,99.73748593
,,803,0.071267716,99.7944615
,,804,0.081028585,99.78431055
,,805,0.08435478,99.79108606
,,806,0.066828721,99.79958909
,,807,0.042374664,99.81472655
,,808,0.093671227,99.82234229
,,809,0.069785063,99.79677358
,,810,0.111009197,99.78383197
,,811,0.081720742,99.77873379
,,812,0.09296583,99.78053723
,,813,0.08868625,99.76093007
,,814,0.092542727,99.74768882
,,815,0.103736133,99.77201933
,,816,0.116142306,99.74590421
,,817,0.119489319,99.7633242
,,818,0.1197318,99.72641579
,,819,0.11682226,99.74591866
,,820,0.120559734,99.72666002
,,821,0.107533446,99.72485333
,,822,0.109677527,99.71893623
,,823,0.108043589,99.73021861
,,824,0.101548107,99.7608252
,,825,0.07919146,99.78549921
,,826,0.064476193,99.79207652
,,827,0.069711723,99.83713941
,,828,0.08037422,99.81436625
,,829,0.082664824,99.81413118
,,830,0.087718737,99.81107708
,,831,0.106322808,99.7769463
,,832,0.101731164,99.76172287
,,833,0.129134366,99.74198653
,,834,0.13950749,99.70152558
,,835,0.124519942,99.68689604
,,836,0.145189546,99.69169819
,,837,0.143946666,99.70515311
,,838,0.156604766,99.65805613
,,839,0.162318776,99.66216573
,,840,0.170701646,99.6650408
,,841,0.155486163,99.66106091
,,842,0.135993838,99.66865194
,,843,0.156166332,99.6791018
,,844,0.107915844,99.70100763
,,845,0.123177457,99.71456009
,,846,0.117757849,99.73399508
,,847,0.103823691,99.73194284
,,848,0.124377889,99.73632884
,,849,0.108541931,99.71800139
,,850,0.151749666,99.6936763
,,851,0.181677195,99.65020951
,,852,0.250792431,99.57007588
,,853,0.300744454,99.49808392
,,854,0.363531617,99.42749719
,,855,0.426189731,99.38962955
,,856,0.468986394,99.33773013
,,857,0.505608379,99.2583794
,,858,0.519225931,99.25986041
,,859,0.534276193,99.25150344
,,860,0.529925353,99.21863863
,,861,0.527175756,99.25900979
,,862,0.52050332,99.24173499
,,863,0.507655592,99.28744941
,,864,0.47768789,99.34469459
,,865,0.423194126,99.37887515
,,866,0.363076398,99.43626831
,,867,0.29634585,99.51668233
,,868,0.249924036,99.56452887
,,869,0.201387227,99.64325652
,,870,0.16572191,99.67159888
,,871,0.145641455,99.6709891
,,872,0.158452723,99.64893286
,,873,0.17053573,99.63957042
,,874,0.20142793,99.59749671
,,875,0.217107322,99.57507257
,,876,0.263067717,99.54029674
,,877,0.290295612,99.50890432
,,878,0.31794977,99.46550609
,,879,0.384980978,99.39835344
,,880,0.462160198,99.33898704
,,881,0.580492641,99.20485942
,,882,0.774466459,99.02061903
,,883,1.128507843,98.64609705
,,884,1.695054282,98.10384977
,,885,2.70202967,97.08406444
,,886,4.196017658,95.58733451
,,887,6.109791346,93.65133809
,,888,8.436138846,91.31502846
,,889,10.98908118,88.76207437
,,890,13.48616169,86.26982192
,,891,15.82934267,83.92754783
,,892,18.04093942,81.7362587
,,893,20.00823672,79.76657087
,,894,21.88396104,77.90357535
,,895,23.78582353,76.01825736
,,896,25.66382224,74.13479882
,,897,27.50770247,72.31016537
,,898,29.24884617,70.60138614
,,899,30.7425985,69.13837427
,,900,31.85492848,68.02951109
,,901,32.70088305,67.17593636
,,902,33.41302602,66.48264496
,,903,34.13262557,65.72829778
,,904,35.08727612,64.79484665
,,905,36.29618809,63.57147808
,,906,37.65438422,62.21046417
,,907,39.20609385,60.67816175
,,908,40.8655516,59.02059081
,,909,42.57623734,57.31845793
,,910,44.50602004,55.40963698
,,911,46.77747277,53.16819806
,,912,49.32123527,50.66267765
,,913,52.16189864,47.85270182
,,914,55.34796886,44.71550586
,,915,58.54514942,41.53023245
,,916,61.73064635,38.37970983
,,917,64.8792099,35.23972923
,,918,67.84594198,32.2906398
,,919,70.51892833,29.61125642
,,920,73.00740053,27.11955287
,,921,75.15523192,24.98751525
,,922,76.7482666,23.41513405
,,923,78.0020715,22.17361474
,,924,78.96869847,21.22238123
,,925,79.81853033,20.39536373
,,926,80.80858285,19.43403719
,,927,81.96467747,18.28472612
,,928,85.719131,13.53157595
,,929,89.08816585,10.6900949
,,930,90.46011166,9.321552708
,,931,92.20868447,7.579838353
,,932,92.86029651,6.929427922
,,933,92.95576521,6.835457554
,,934,93.08803727,6.873936998
,,935,93.34467626,6.959708111
,,936,93.73148251,6.56983696
,,937,94.06727142,6.235457322
,,938,93.83495266,6.470739056
,,939,94.5857252,5.726644158
,,940,95.28272723,5.03835145
,,941,95.87240824,4.460453329
,,942,96.37613808,3.931883201
,,943,96.80815512,3.511298922
,,944,97.12014154,3.204430575
,,945,97.3696791,2.973031101
,,946,97.50720667,2.816082024
,,947,97.60944948,2.722446814
,,948,97.67717882,2.665134236
,,949,97.72122182,2.62422193
,,950,97.75402951,2.59429619
,,951,97.79564051,2.563491157
,,952,97.83694503,2.5272974
,,953,97.87216097,2.490563803
,,954,97.90160953,2.453448839
,,955,97.94769349,2.422954645
,,956,97.96790062,2.402747561
,,957,97.97658118,2.400284033
,,958,97.94538576,2.411324066
,,959,97.94281875,2.436530117
,,960,97.92774013,2.471981105
,,961,97.8818735,2.513965227
,,962,97.83324527,2.552812224
,,963,97.82104899,2.584412163
,,964,97.79151056,2.603511328
,,965,97.80668354,2.60678852
,,966,97.82653642,2.592618408
,,967,97.84132185,2.560152542
,,968,97.89826308,2.513726261
,,969,97.95505986,2.457805936
,,970,98.02653054,2.39598703
,,971,98.09090796,2.329359427
,,972,98.14397348,2.268456986
,,973,98.22323421,2.211253867
,,974,98.25394896,2.162171321
,,975,98.30185467,2.123117713
,,976,98.33629275,2.091823992
,,977,98.35992869,2.06714372
,,978,98.38097993,2.048725386
,,979,98.4158596,2.033818195
,,980,98.4137606,2.01965977
,,981,98.44599911,2.006639583
,,982,98.45446525,1.990448372
,,983,98.48339678,1.974230846
,,984,98.51110204,1.95580348
,,985,98.49968996,1.938240312
,,986,98.52260163,1.923341798
,,987,98.54886122,1.910697579
,,988,98.56614342,1.902846568
,,989,98.58292958,1.899823756
,,990,98.55558921,1.902902317
,,991,98.54545281,1.910166588
,,992,98.54783019,1.920795691
,,993,98.53923021,1.934342535
,,994,98.53621337,1.946279979
,,995,98.51277947,1.955967994
,,996,98.50739988,1.961559609
,,997,98.50998981,1.962097354
,,998,98.52860564,1.95598164
,,999,98.54611918,1.941509992
,,1000,98.5494367,1.921858638
,,1001,98.59249532,1.897492519
,,1002,98.63255819,1.870424433
,,1003,98.64501862,1.842638968
,,1004,98.68306829,1.819328861
,,1005,98.69744237,1.800076589
,,1006,98.7136409,1.790714894
,,1007,98.71879314,1.78977991
,,1008,98.70211159,1.800323531
,,1009,98.67767568,1.822010475
,,1010,98.66851381,1.852604522
,,1011,98.61378833,1.891291856
,,1012,98.58302174,1.935992279
,,1013,98.5576588,1.98237524
,,1014,98.47563756,2.026068196
,,1015,98.44758523,2.065386973
,,1016,98.43255409,2.097224043
,,1017,98.41150045,2.117470739
,,1018,98.38859979,2.125055258
,,1019,98.41044719,2.120479168
,,1020,98.43721443,2.101835439
,,1021,98.46437558,2.071802246
,,1022,98.52166561,2.030957495
,,1023,98.55651272,1.985990675
,,1024,98.59450382,1.935447327
,,1025,98.65803432,1.885460647
,,1026,98.7117672,1.843413869
,,1027,98.7467156,1.807944216
,,1028,98.7609644,1.781455298
,,1029,98.78583331,1.771083849
,,1030,98.79646593,1.772070201
,,1031,98.75682685,1.787580813
,,1032,98.74933967,1.815475967
,,1033,98.71264045,1.85500579
,,1034,98.66834066,1.902079745
,,1035,98.62373834,1.951994579
,,1036,98.57746728,2.004130872
,,1037,98.52468431,2.053399309
,,1038,98.48163914,2.095068045
,,1039,98.44481035,2.126331628
,,1040,98.44043632,2.147298096
,,1041,98.42838292,2.153140075
,,1042,98.4368479,2.144819985
,,1043,98.46528132,2.122353115
,,1044,98.50047255,2.086715377
,,1045,98.55133282,2.042404241
,,1046,98.59722578,1.988518868
,,1047,98.65724719,1.929260685
,,1048,98.7273525,1.87315071
,,1049,98.79549072,1.815668032
,,1050,98.52554823,1.777685693
,,1051,98.55941754,1.748549206
,,1052,98.59322915,1.722957832
,,1053,98.61129461,1.702311732
,,1054,98.64938724,1.689504153
,,1055,98.62960759,1.68868138
,,1056,98.64586484,1.691902868
,,1057,98.64131285,1.692536391
,,1058,98.65367669,1.706592525
,,1059,98.61418798,1.714101963
,,1060,98.61788205,1.730872281
,,1061,98.61151244,1.737168041
,,1062,98.60971733,1.744237593
,,1063,98.59174451,1.749662772
,,1064,98.58346324,1.754553829
,,1065,98.60130793,1.747401678
,,1066,98.6169102,1.732859654
,,1067,98.64436855,1.727425356
,,1068,98.65801291,1.709302819
,,1069,98.6734012,1.695220581
,,1070,98.71197343,1.668697378
,,1071,98.74161059,1.653709925
,,1072,98.72546134,1.647298478
,,1073,98.72747635,1.637569742
,,1074,98.71452053,1.641552821
,,1075,98.71411541,1.654423798
,,1076,98.69182038,1.672738096
,,1077,98.65619117,1.698898201
,,1078,98.60171472,1.736519204
,,1079,98.60701923,1.782878076
,,1080,98.51019176,1.827540168
,,1081,98.51521378,1.876085488
,,1082,98.45807277,1.93296639
,,1083,98.39616539,1.989766007
,,1084,98.36562765,2.029241768
,,1085,98.32587632,2.075897809
,,1086,98.26510571,2.102597313
,,1087,98.25394654,2.129410447
,,1088,98.22827566,2.14034695
,,1089,98.25498815,2.13736866
,,1090,98.25154242,2.122873253
,,1091,98.29310011,2.095070977
,,1092,98.3480492,2.060424404
,,1093,98.37276518,2.017294503
,,1094,98.45684705,1.957707704
,,1095,98.47622623,1.891717653
,,1096,98.57338232,1.841265479
,,1097,98.64103961,1.778194738
,,1098,98.67149089,1.724026537
,,1099,98.76613123,1.66871598
