Uncoated B270 Transmission,,,
Wavelength (nm),% Transmission,,
1207,91.771972,,
1206,91.770124,,
1205,91.761826,,
1204,91.770137,,
1203,91.760099,,
1202,91.75111,,
1201,91.747637,,
1200,91.742765,,
1199,91.74427,,
1198,91.736498,,
1197,91.732459,,
1196,91.731171,,
1195,91.720632,,
1194,91.709453,,
1193,91.707823,,
1192,91.732246,,
1191,91.736678,,
1190,91.750493,,
1189,91.744923,,
1188,91.73585,,
1187,91.712669,,
1186,91.712572,,
1185,91.727932,,
1184,91.73121,,
1183,91.70739,,
1182,91.725941,,
1181,91.731187,,
1180,91.727336,,
1179,91.716586,,
1178,91.713843,,
1177,91.705709,,
1176,91.706883,,
1175,91.692624,,
1174,91.715493,,
1173,91.709908,,
1172,91.717683,,
1171,91.724977,,
1170,91.713722,,
1169,91.726984,,
1168,91.718199,,
1167,91.71224,,
1166,91.711154,,
1165,91.70842,,
1164,91.700404,,
1163,91.699097,,
1162,91.718352,,
1161,91.709304,,
1160,91.683617,,
1159,91.689407,,
1158,91.688912,,
1157,91.698014,,
1156,91.690032,,
1155,91.684632,,
1154,91.687535,,
1153,91.672063,,
1152,91.685719,,
1151,91.691348,,
1150,91.682995,,
1149,91.678528,,
1148,91.68688,,
1147,91.694408,,
1146,91.714777,,
1145,91.676182,,
1144,91.658421,,
1143,91.666623,,
1142,91.682959,,
1141,91.689727,,
1140,91.685277,,
1139,91.666832,,
1138,91.664903,,
1137,91.681871,,
1136,91.689385,,
1135,91.667075,,
1134,91.673485,,
1133,91.6603,,
1132,91.669385,,
1131,91.728751,,
1130,91.691782,,
1129,91.676506,,
1128,91.664001,,
1127,91.674611,,
1126,91.64217,,
1125,91.652464,,
1124,91.670417,,
1123,91.668394,,
1122,91.642056,,
1121,91.659166,,
1120,91.65059,,
1119,91.656284,,
1118,91.676981,,
1117,91.672484,,
1116,91.659488,,
1115,91.660269,,
1114,91.661693,,
1113,91.670764,,
1112,91.658994,,
1111,91.658326,,
1110,91.663447,,
1109,91.654762,,
1108,91.659396,,
1107,91.662944,,
1106,91.66776,,
1105,91.659065,,
1104,91.654702,,
1103,91.653183,,
1102,91.65118,,
1101,91.645716,,
1100,91.683195,,
1099,91.657436,,
1098,91.645222,,
1097,91.662703,,
1096,91.649216,,
1095,91.656726,,
1094,91.669989,,
1093,91.674751,,
1092,91.645348,,
1091,91.650674,,
1090,91.615624,,
1089,91.681316,,
1088,91.668965,,
1087,91.676978,,
1086,91.674844,,
1085,91.663805,,
1084,91.651486,,
1083,91.652915,,
1082,91.657275,,
1081,91.640083,,
1080,91.630074,,
1079,91.626712,,
1078,91.63102,,
1077,91.622386,,
1076,91.618351,,
1075,91.635796,,
1074,91.649031,,
1073,91.656618,,
1072,91.633366,,
1071,91.673985,,
1070,91.651098,,
1069,91.668773,,
1068,91.655086,,
1067,91.648602,,
1066,91.619327,,
1065,91.629452,,
1064,91.639202,,
1063,91.650554,,
1062,91.613464,,
1061,91.627422,,
1060,91.641734,,
1059,91.651163,,
1058,91.643547,,
1057,91.646129,,
1056,91.651952,,
1055,91.652038,,
1054,91.651737,,
1053,91.652836,,
1052,91.664084,,
1051,91.646175,,
1050,91.628276,,
1049,91.629462,,
1048,91.653574,,
1047,91.649791,,
1046,91.636786,,
1045,91.607179,,
1044,91.618497,,
1043,91.605776,,
1042,91.61306,,
1041,91.62287,,
1040,91.634765,,
1039,91.645194,,
1038,91.655144,,
1037,91.668555,,
1036,91.640092,,
1035,91.631818,,
1034,91.629283,,
1033,91.626108,,
1032,91.592932,,
1031,91.621632,,
1030,91.648964,,
1029,91.637711,,
1028,91.628548,,
1027,91.652263,,
1026,91.616972,,
1025,91.651438,,
1024,91.655927,,
1023,91.645837,,
1022,91.636201,,
1021,91.641303,,
1020,91.635615,,
1019,91.631296,,
1018,91.635881,,
1017,91.633594,,
1016,91.652082,,
1015,91.631848,,
1014,91.635151,,
1013,91.641535,,
1012,91.638885,,
1011,91.634666,,
1010,91.636478,,
1009,91.650049,,
1008,91.660181,,
1007,91.68786,,
1006,91.649164,,
1005,91.644107,,
1004,91.648601,,
1003,91.642262,,
1002,91.629176,,
1001,91.629192,,
1000,91.635376,,
999,91.63299,,
998,91.626056,,
997,91.663843,,
996,91.631496,,
995,91.629603,,
994,91.608384,,
993,91.665107,,
992,91.631035,,
991,91.612378,,
990,91.641833,,
989,91.633867,,
988,91.643894,,
987,91.613128,,
986,91.608312,,
985,91.655112,,
984,91.660837,,
983,91.628972,,
982,91.608941,,
981,91.62802,,
980,91.61894,,
979,91.629447,,
978,91.622424,,
977,91.645695,,
976,91.644507,,
975,91.639581,,
974,91.625651,,
973,91.658254,,
972,91.670757,,
971,91.660203,,
970,91.658574,,
969,91.650126,,
968,91.63634,,
967,91.654291,,
966,91.663001,,
965,91.641247,,
964,91.6382,,
963,91.645465,,
962,91.646998,,
961,91.630234,,
960,91.630229,,
959,91.641511,,
958,91.637443,,
957,91.635775,,
956,91.622771,,
955,91.621942,,
954,91.632551,,
953,91.63109,,
952,91.662056,,
951,91.662489,,
950,91.669726,,
949,91.66086,,
948,91.665141,,
947,91.662203,,
946,91.662871,,
945,91.652541,,
944,91.649233,,
943,91.653096,,
942,91.641078,,
941,91.647696,,
940,91.645981,,
939,91.682614,,
938,91.664353,,
937,91.64101,,
936,91.651806,,
935,91.682891,,
934,91.709164,,
933,91.676565,,
932,91.644585,,
931,91.677285,,
930,91.686975,,
929,91.669865,,
928,91.693201,,
927,91.669041,,
926,91.655547,,
925,91.64377,,
924,91.644616,,
923,91.687137,,
922,91.690826,,
921,91.667516,,
920,91.654733,,
919,91.623041,,
918,91.637223,,
917,91.676513,,
916,91.668019,,
915,91.671008,,
914,91.662109,,
913,91.659544,,
912,91.653339,,
911,91.660921,,
910,91.679475,,
909,91.649668,,
908,91.652178,,
907,91.669527,,
906,91.670618,,
905,91.656528,,
904,91.65801,,
903,91.654017,,
902,91.651476,,
901,91.64989,,
900,91.640899,,
899,91.646026,,
898,91.649597,,
897,91.666372,,
896,91.664942,,
895,91.636004,,
894,91.626404,,
893,91.61891,,
892,91.637344,,
891,91.671338,,
890,91.684845,,
889,91.665904,,
888,91.638947,,
887,91.644638,,
886,91.659906,,
885,91.660556,,
884,91.646369,,
883,91.63232,,
882,91.639503,,
881,91.653838,,
880,91.663156,,
879,91.672683,,
878,91.658301,,
877,91.63387,,
876,91.643015,,
875,91.66247,,
874,91.663268,,
873,91.665236,,
872,91.657423,,
871,91.651033,,
870,91.654049,,
869,91.660969,,
868,91.648133,,
867,91.638098,,
866,91.638061,,
865,91.636013,,
864,91.643581,,
863,91.628951,,
862,91.630602,,
861,91.646549,,
860,90.888614,,
859,90.318667,,
858,90.34696,,
857,90.359027,,
856,90.31427,,
855,90.322869,,
854,90.368323,,
853,90.411828,,
852,90.42594,,
851,90.413925,,
850,90.418695,,
849,90.477125,,
848,90.493447,,
847,90.420063,,
846,90.443076,,
845,90.485008,,
844,90.498714,,
843,90.471536,,
842,90.493845,,
841,90.471882,,
840,90.498209,,
839,90.514874,,
838,90.494639,,
837,90.480917,,
836,90.50199,,
835,90.506804,,
834,90.510196,,
833,90.543271,,
832,90.530337,,
831,90.516373,,
830,90.533835,,
829,90.48738,,
828,90.508839,,
827,90.527545,,
826,90.506873,,
825,90.526188,,
824,90.521734,,
823,90.514586,,
822,90.558126,,
821,90.546215,,
820,90.503674,,
819,90.50343,,
818,90.516233,,
817,90.500783,,
816,90.515759,,
815,90.551473,,
814,90.513574,,
813,90.523016,,
812,90.524381,,
811,90.507293,,
810,90.527193,,
809,90.529216,,
808,90.489975,,
807,90.52374,,
806,90.541831,,
805,90.515391,,
804,90.512458,,
803,90.529105,,
802,90.510089,,
801,90.533791,,
800,90.538913,,
799,90.522502,,
798,90.544508,,
797,90.534662,,
796,90.528025,,
795,90.539503,,
794,90.543675,,
793,90.499042,,
792,90.509348,,
791,90.539544,,
790,90.502964,,
789,90.536275,,
788,90.561731,,
787,90.567959,,
786,90.555575,,
785,90.553682,,
784,90.527553,,
783,90.550951,,
782,90.56036,,
781,90.524817,,
780,90.530568,,
779,90.547152,,
778,90.533375,,
777,90.570097,,
776,90.608946,,
775,90.5512,,
774,90.560828,,
773,90.554117,,
772,90.534669,,
771,90.577107,,
770,90.586838,,
769,90.538189,,
768,90.536083,,
767,90.562879,,
766,90.510672,,
765,90.574947,,
764,90.588752,,
763,90.538316,,
762,90.563996,,
761,90.569877,,
760,90.545353,,
759,90.587689,,
758,90.574964,,
757,90.53092,,
756,90.556783,,
755,90.584736,,
754,90.531016,,
753,90.581693,,
752,90.579297,,
751,90.542619,,
750,90.564243,,
749,90.581723,,
748,90.534574,,
747,90.589437,,
746,90.599391,,
745,90.552796,,
744,90.558427,,
743,90.590314,,
742,90.534127,,
741,90.585621,,
740,90.590263,,
739,90.542088,,
738,90.550297,,
737,90.556574,,
736,90.506149,,
735,90.549129,,
734,90.555923,,
733,90.541401,,
732,90.550741,,
731,90.542309,,
730,90.51542,,
729,90.574791,,
728,90.578373,,
727,90.533234,,
726,90.543998,,
725,90.531395,,
724,90.513376,,
723,90.564073,,
722,90.564172,,
721,90.507958,,
720,90.539198,,
719,90.549368,,
718,90.491964,,
717,90.564756,,
716,90.582113,,
715,90.523857,,
714,90.52487,,
713,90.527029,,
712,90.486715,,
711,90.553117,,
710,90.544636,,
709,90.505122,,
708,90.546862,,
707,90.534242,,
706,90.470591,,
705,90.561194,,
704,90.523023,,
703,90.463963,,
702,90.512308,,
701,90.525341,,
700,90.468509,,
699,90.530792,,
698,90.528901,,
697,90.473723,,
696,90.49099,,
695,90.503618,,
694,90.447067,,
693,90.512598,,
692,90.516143,,
691,90.482351,,
690,90.496829,,
689,90.491457,,
688,90.418999,,
687,90.466686,,
686,90.492506,,
685,90.419883,,
684,90.465236,,
683,90.457557,,
682,90.404381,,
681,90.444296,,
680,90.487475,,
679,90.413514,,
678,90.46735,,
677,90.437546,,
676,90.38175,,
675,90.449043,,
674,90.427077,,
673,90.374921,,
672,90.406768,,
671,90.398895,,
670,90.329235,,
669,90.402765,,
668,90.403965,,
667,90.348736,,
666,90.380015,,
665,90.375659,,
664,90.32158,,
663,90.376526,,
662,90.366735,,
661,90.30634,,
660,90.346274,,
659,90.308694,,
658,90.277791,,
657,90.321704,,
656,90.339737,,
655,90.270689,,
654,90.325641,,
653,90.309892,,
652,90.271512,,
651,90.309966,,
650,90.326604,,
649,90.252057,,
648,90.316388,,
647,90.311263,,
646,90.267813,,
645,90.304221,,
644,90.315145,,
643,90.302767,,
642,90.322825,,
641,90.292678,,
640,90.255147,,
639,90.311127,,
638,90.322919,,
637,90.260612,,
636,90.297666,,
635,90.306466,,
634,90.256874,,
633,90.314828,,
632,90.334612,,
631,90.292462,,
630,90.313528,,
629,90.302533,,
628,90.265447,,
627,90.31915,,
626,90.350207,,
625,90.30804,,
624,90.310866,,
623,90.311147,,
622,90.283747,,
621,90.352911,,
620,90.355243,,
619,90.302427,,
618,90.335214,,
617,90.32241,,
616,90.305643,,
615,90.3643,,
614,90.359611,,
613,90.31364,,
612,90.343986,,
611,90.334506,,
610,90.317131,,
609,90.378942,,
608,90.373744,,
607,90.324722,,
606,90.36177,,
605,90.342432,,
604,90.325769,,
603,90.390896,,
602,90.382692,,
601,90.338373,,
600,90.369803,,
599,90.33233,,
598,90.331725,,
597,90.375278,,
596,90.371918,,
595,90.343558,,
594,90.380156,,
593,90.353811,,
592,90.328888,,
591,90.398745,,
590,90.394861,,
589,90.344328,,
588,90.380964,,
587,90.367501,,
586,90.334871,,
585,90.382397,,
584,90.406285,,
583,90.369953,,
582,90.383407,,
581,90.370737,,
580,90.355751,,
579,90.404612,,
578,90.396212,,
577,90.36812,,
576,90.38805,,
575,90.375992,,
574,90.357683,,
573,90.405947,,
572,90.384541,,
571,90.35549,,
570,90.371432,,
569,90.372841,,
568,90.355254,,
567,90.410323,,
566,90.382948,,
565,90.34722,,
564,90.3712,,
563,90.357226,,
562,90.344523,,
561,90.367294,,
560,90.340042,,
559,90.371971,,
558,90.367826,,
557,90.338703,,
556,90.375968,,
555,90.35562,,
554,90.335022,,
553,90.382169,,
552,90.35527,,
551,90.339207,,
550,90.365684,,
549,90.330651,,
548,90.31388,,
547,90.338255,,
546,90.318792,,
545,90.294619,,
544,90.303242,,
543,90.293162,,
542,90.309817,,
541,90.345844,,
540,90.323921,,
539,90.284287,,
538,90.29417,,
537,90.313795,,
536,90.292711,,
535,90.324322,,
534,90.302831,,
533,90.276351,,
532,90.29617,,
531,90.272362,,
530,90.264393,,
529,90.29467,,
528,90.27306,,
527,90.254519,,
526,90.278933,,
525,90.244733,,
524,90.23328,,
523,90.276074,,
522,90.259715,,
521,90.241074,,
520,90.26081,,
519,90.226552,,
518,90.21578,,
517,90.244957,,
516,90.218186,,
515,90.197162,,
514,90.229836,,
513,90.211866,,
512,90.188895,,
511,90.210729,,
510,90.189029,,
509,90.1652,,
508,90.172143,,
507,90.142915,,
506,90.132867,,
505,90.163177,,
504,90.136367,,
503,90.103529,,
502,90.115804,,
501,90.09335,,
500,90.098317,,
499,90.140879,,
498,90.103267,,
497,90.065103,,
496,90.069119,,
495,90.044718,,
494,90.039571,,
493,90.057789,,
492,90.026912,,
491,90.021023,,
490,90.036376,,
489,89.991018,,
488,89.988286,,
487,90.020875,,
486,89.981312,,
485,89.967428,,
484,89.98778,,
483,89.950409,,
482,89.96224,,
481,89.987411,,
480,89.938762,,
479,89.916434,,
478,89.924463,,
477,89.889379,,
476,89.89611,,
475,89.92525,,
474,89.877979,,
473,89.855076,,
472,89.87187,,
471,89.846216,,
470,89.860536,,
469,89.882933,,
468,89.830834,,
467,89.821264,,
466,89.83528,,
465,89.785293,,
464,89.788253,,
463,89.808259,,
462,89.751743,,
461,89.733588,,
460,89.74418,,
459,89.705607,,
458,89.716705,,
457,89.73442,,
456,89.669097,,
455,89.645864,,
454,89.644396,,
453,89.597426,,
452,89.606726,,
451,89.627522,,
450,89.567323,,
449,89.544713,,
448,89.536304,,
447,89.488141,,
446,89.506346,,
445,89.523829,,
444,89.463522,,
443,89.454372,,
442,89.472768,,
441,89.429005,,
440,89.454446,,
439,89.486808,,
438,89.442879,,
437,89.429168,,
436,89.445628,,
435,89.400634,,
434,89.435111,,
433,89.475741,,
432,89.433631,,
431,89.440219,,
430,89.466873,,
429,89.426792,,
428,89.450563,,
427,89.495379,,
426,89.44649,,
425,89.42262,,
424,89.438114,,
423,89.40421,,
422,89.408496,,
421,89.442256,,
420,89.425448,,
419,89.415148,,
418,89.419703,,
417,89.387337,,
416,89.407785,,
415,89.433847,,
414,89.397732,,
413,89.416436,,
412,89.435219,,
411,89.399497,,
410,89.429142,,
409,89.456595,,
408,89.419271,,
407,89.430489,,
406,89.436276,,
405,89.393391,,
404,89.423542,,
403,89.444009,,
402,89.390844,,
401,89.380796,,
400,89.363772,,
399,89.285026,,
398,89.288534,,
397,89.28665,,
396,89.186605,,
395,89.136111,,
394,89.079076,,
393,88.983813,,
392,88.930926,,
391,88.845738,,
390,88.701325,,
389,88.606947,,
388,88.470218,,
387,88.273444,,
386,88.164573,,
385,88.02817,,
384,87.80449,,
383,87.653746,,
382,87.514245,,
381,87.321586,,
380,87.238077,,
379,87.174469,,
378,87.097363,,
377,87.069511,,
376,87.095551,,
375,87.137088,,
374,87.120014,,
373,87.131194,,
372,87.082775,,
371,87.009378,,
370,86.945166,,
369,86.835182,,
368,86.663003,,
367,86.485812,,
366,86.290926,,
365,86.007628,,
364,85.791028,,
363,85.559932,,
362,85.222121,,
361,84.928714,,
360,84.582825,,
359,84.128875,,
358,83.745956,,
357,83.310117,,
356,82.769317,,
355,82.24832,,
354,81.689524,,
353,81.054285,,
352,80.427777,,
351,79.743579,,
350,78.933685,,
349,78.110327,,
348,77.235381,,
347,76.235468,,
346,75.230229,,
345,74.137685,,
344,72.931328,,
343,71.721041,,
342,70.394606,,
341,68.943721,,
340,67.434736,,
339,65.807042,,
338,64.01764,,
337,62.192291,,
336,60.230954,,
335,58.16785,,
334,56.051623,,
333,53.910605,,
332,51.588695,,
331,49.209623,,
330,46.692684,,
329,44.040104,,
328,41.388574,,
327,38.63103,,
326,35.836159,,
325,33.120367,,
324,30.372086,,
323,27.677068,,
322,25.047642,,
321,22.412351,,
320,19.826672,,
319,17.354276,,
318,15.145825,,
317,12.973607,,
316,10.991031,,
315,9.208046,,
314,7.610028,,
313,6.241861,,
312,5.044829,,
311,4.022093,,
310,3.183359,,
309,2.507846,,
308,1.976674,,
307,1.583768,,
306,1.294547,,
305,1.090644,,
304,0.95165,,
303,0.868304,,
302,0.807658,,
301,0.776364,,
300,0.758992,,
299,0.746867,,
298,0.737441,,
297,0.740087,,
296,0.733806,,
295,0.735198,,
294,0.734426,,
293,0.729161,,
292,0.729037,,
291,0.737556,,
290,0.738217,,
289,0.736815,,
288,0.733141,,
287,0.730354,,
286,0.730148,,
285,0.732153,,
284,0.729432,,
283,0.731673,,
282,0.731401,,
281,0.727026,,
280,0.723799,,
279,0.726554,,
278,0.727953,,
277,0.729398,,
276,0.728069,,
275,0.72611,,
274,0.719124,,
273,0.725091,,
272,0.721701,,
271,0.726164,,
270,0.725003,,
269,0.722589,,
268,0.723968,,
267,0.72893,,
266,0.724473,,
265,0.729301,,
264,0.72661,,
263,0.727647,,
262,0.725289,,
261,0.728043,,
260,0.726162,,
259,0.729639,,
258,0.727844,,
257,0.7253,,
256,0.723204,,
255,0.72827,,
254,0.723606,,
253,0.727732,,
252,0.72678,,
251,0.725915,,
250,0.724205,,
249,0.724101,,
248,0.723951,,
247,0.725701,,
246,0.723596,,
245,0.720183,,
244,0.719432,,
243,0.728109,,
242,0.724928,,
241,0.724585,,
240,0.724325,,
239,0.723288,,
238,0.721624,,
237,0.725542,,
236,0.726562,,
235,0.730281,,
234,0.729139,,
233,0.7291,,
232,0.728956,,
231,0.730018,,
230,0.732664,,
229,0.735135,,
228,0.734367,,
227,0.732949,,
226,0.731217,,
225,0.735352,,
224,0.73502,,
223,0.738612,,
222,0.738024,,
221,0.737234,,
220,0.73837,,
219,0.743842,,
218,0.745452,,
217,0.749188,,
216,0.748324,,
215,0.748436,,
214,0.750571,,
213,0.756852,,
212,0.756621,,
211,0.75914,,
210,0.759227,,
209,0.762234,,
208,0.763223,,
207,0.769511,,
206,0.772415,,
205,0.777389,,
204,0.778443,,
203,0.779817,,
202,0.785442,,
201,0.791946,,
200,0.789605,,
